origin_iso3,hs4,partner_iso3,destination_gnn_logit,destination_gnn_score,supply_gnn_logit,supply_gnn_score,market_data_available,destination_import_value,destination_import_growth,market_concentration,competitor_count,mkd_existing_export_value,mkd_historical_export_value,mkd_bilateral_trade,gravity_data_available,distance,contiguous,common_language,fta,macro_data_available,destination_gdp,destination_gdp_pc,destination_population,mkd_supply_capacity,mkd_supply_growth,tariff_data_available,tariff_rate,section,score,rank,ranking_score,predicted_probability,probability_lower,probability_upper,average_rank,rank_std,rank_stability,ensemble_score,ensemble_rank,ensemble_method
MKD,2607,ESP,0.541953,0.632267,0.314120,0.577891,1.000000,22151273.636000,1.285403,0.639092,15.000000,0.000000,0.000000,679512645.430000,1.000000,2108.000000,0.000000,0.000000,1.000000,1.000000,1431642809327.060059,30602.421288,46782011.000000,84836872.000000,0.214927,0.000000,0.000000,26,0.870197,59,19.964049,0.870197,0.000726,1.000000,3592.047619,11372.908392,0.000088,0.870197,59,validation_pairwise_bootstrap
MKD,3815,BEL,0.474893,0.616541,0.284319,0.570605,1.000000,298092848.076000,0.021581,0.262722,42.000000,2916.100000,2916.100000,1043281485.930000,1.000000,1634.000000,0.000000,0.000000,1.000000,1.000000,542638913427.921021,47487.210039,11427054.000000,1218848015.000000,1.127857,0.000000,0.000000,38,0.854088,60,19.958692,0.854088,0.000059,1.000000,3974.904762,9995.408469,0.000100,0.854088,60,validation_pairwise_bootstrap
MKD,8516,DEU,0.525297,0.628386,0.303615,0.575326,1.000000,4248584674.214000,0.060222,0.140814,101.000000,34966.120000,110003.010000,11127176930.459999,1.000000,1316.000000,0.000000,0.000000,1.000000,1.000000,4055433215301.959961,48916.168661,82905782.000000,41372194.000000,0.287428,0.000000,0.000000,85,0.864674,61,19.933847,0.864674,0.000371,1.000000,3547.904762,12211.434992,0.000082,0.864674,61,validation_pairwise_bootstrap
MKD,2202,AUT,0.564192,0.637422,0.373665,0.592344,1.000000,267619098.247000,0.105376,0.243216,101.000000,90641.800000,373506.460000,808395699.970000,1.000000,796.000000,0.000000,0.000000,1.000000,1.000000,452582294972.775024,51194.074984,8840521.000000,9591530.000000,0.195229,0.000000,0.000000,22,0.844433,62,19.915479,0.844433,0.000103,1.000000,2699.952381,9650.751890,0.000104,0.844433,62,validation_pairwise_bootstrap
MKD,4415,ITA,0.591548,0.643720,0.343602,0.585065,1.000000,197792982.934000,0.065200,0.096073,64.000000,82301.750000,183234.390000,2309068098.890000,1.000000,742.000000,0.000000,0.000000,1.000000,1.000000,2099435266458.669922,35062.336418,59877221.000000,2159526.000000,0.272291,0.000000,0.000000,44,0.852672,63,19.909340,0.852672,0.000215,1.000000,3212.523810,11599.360001,0.000086,0.852672,63,validation_pairwise_bootstrap
MKD,8516,ITA,0.548767,0.633850,0.303615,0.575326,1.000000,1778863766.222000,0.079947,0.163991,88.000000,21018.250000,100760.490000,2309068098.890000,1.000000,742.000000,0.000000,0.000000,1.000000,1.000000,2099435266458.669922,35062.336418,59877221.000000,41372194.000000,0.287428,0.000000,0.000000,85,0.861695,64,19.900995,0.861695,0.000313,1.000000,3420.666667,12116.700798,0.000083,0.861695,64,validation_pairwise_bootstrap
MKD,8516,ESP,0.530868,0.629685,0.303615,0.575326,1.000000,1124959942.873000,0.062154,0.210532,115.000000,47152.670000,927257.980000,679512645.430000,1.000000,2108.000000,0.000000,0.000000,1.000000,1.000000,1431642809327.060059,30602.421288,46782011.000000,41372194.000000,0.287428,0.000000,0.000000,85,0.860561,65,19.885157,0.860561,0.000335,1.000000,3277.714286,11391.327165,0.000088,0.860561,65,validation_pairwise_bootstrap
MKD,4808,BGR,0.491323,0.620418,0.332375,0.582337,1.000000,9731893.527000,0.150256,0.303189,36.000000,68238.880000,488939.170000,2270210198.720000,1.000000,174.000000,1.000000,0.000000,1.000000,1.000000,66100606676.654404,9849.887700,6710798.000000,2448299.000000,0.510565,0.000000,0.000000,48,0.849454,66,19.878875,0.849454,0.003516,1.000000,2660.714286,8580.761295,0.000117,0.849454,66,validation_pairwise_bootstrap
MKD,8532,BGR,0.457559,0.612435,0.289612,0.571901,1.000000,34460663.116000,0.311853,0.199981,48.000000,25098.830000,65368.020000,2270210198.720000,1.000000,174.000000,1.000000,0.000000,1.000000,1.000000,66100606676.654404,9849.887700,6710798.000000,12879480.000000,0.531189,0.000000,0.000000,85,0.857534,67,19.876170,0.857534,0.010980,1.000000,2959.095238,8646.974433,0.000116,0.857534,67,validation_pairwise_bootstrap
MKD,8421,NLD,0.510185,0.624850,0.310515,0.577011,1.000000,1224984677.080000,0.105401,0.124184,161.000000,17366.830000,37954.880000,672982275.210000,1.000000,1696.000000,0.000000,0.000000,1.000000,1.000000,929733599796.862061,53955.077002,17231624.000000,611623060.000000,0.354288,0.000000,0.000000,84,0.858805,68,19.875157,0.858805,0.000211,1.000000,3143.857143,10124.084186,0.000099,0.858805,68,validation_pairwise_bootstrap
MKD,4819,DEU,0.577026,0.640383,0.355581,0.587970,1.000000,1601778229.678000,0.042417,0.089339,111.000000,51668.710000,146453.520000,11127176930.459999,1.000000,1316.000000,0.000000,0.000000,1.000000,1.000000,4055433215301.959961,48916.168661,82905782.000000,3576664.000000,0.147513,0.000000,0.000000,48,0.852182,69,19.874854,0.852182,0.000202,1.000000,3354.000000,11755.249522,0.000085,0.852182,69,validation_pairwise_bootstrap
MKD,2105,NLD,0.529421,0.629348,0.331634,0.582157,1.000000,240693871.808000,0.120297,0.240801,71.000000,70664.530000,483142.980000,672982275.210000,1.000000,1696.000000,0.000000,0.000000,1.000000,1.000000,929733599796.862061,53955.077002,17231624.000000,6228135.000000,0.397428,0.000000,0.000000,21,0.853983,70,19.862875,0.853983,0.000180,1.000000,3041.714286,10474.440924,0.000095,0.853983,70,validation_pairwise_bootstrap
MKD,7308,BGR,0.498208,0.622038,0.341538,0.584564,1.000000,113192163.494000,0.192565,0.098450,56.000000,60612.140000,602128.460000,2270210198.720000,1.000000,174.000000,1.000000,0.000000,1.000000,1.000000,66100606676.654404,9849.887700,6710798.000000,26511659.000000,0.117015,0.000000,0.000000,73,0.842777,71,19.862715,0.842777,0.007611,1.000000,2563.238095,7786.162934,0.000128,0.842777,71,validation_pairwise_bootstrap
MKD,6305,DEU,0.552443,0.634702,0.330268,0.581825,1.000000,303508380.965000,0.080053,0.173035,90.000000,24249.280000,102446.630000,11127176930.459999,1.000000,1316.000000,0.000000,0.000000,1.000000,1.000000,4055433215301.959961,48916.168661,82905782.000000,4720284.000000,0.298081,0.000000,0.000000,63,0.858170,72,19.861585,0.858170,0.000234,1.000000,3468.142857,12147.084770,0.000082,0.858170,72,validation_pairwise_bootstrap
MKD,7217,ITA,0.573417,0.639551,0.322568,0.579950,1.000000,185380792.668000,0.073658,0.090993,51.000000,92083.910000,122902.290000,2309068098.890000,1.000000,742.000000,0.000000,0.000000,1.000000,1.000000,2099435266458.669922,35062.336418,59877221.000000,4349917.000000,0.298364,0.000000,0.000000,72,0.856641,73,19.856495,0.856641,0.000279,1.000000,3383.333333,11929.653323,0.000084,0.856641,73,validation_pairwise_bootstrap
MKD,2001,ITA,0.575126,0.639945,0.328312,0.581349,1.000000,25809700.071000,0.041488,0.161979,43.000000,92910.000000,283518.950000,2309068098.890000,1.000000,742.000000,0.000000,0.000000,1.000000,1.000000,2099435266458.669922,35062.336418,59877221.000000,14252401.000000,0.161464,0.000000,0.000000,20,0.856038,74,19.850802,0.856038,0.000241,1.000000,3368.666667,12300.350089,0.000081,0.856038,74,validation_pairwise_bootstrap
MKD,8537,TUR,0.500792,0.622645,0.308978,0.576636,1.000000,1049714570.000000,0.107720,0.082911,110.000000,1047.110000,9123487.450000,1717497910.950000,1.000000,637.000000,0.000000,0.000000,1.000000,1.000000,788356985773.666992,9684.118199,81407204.000000,140975432.000000,0.250416,0.000000,0.000000,85,0.854517,75,19.843018,0.854517,0.000796,1.000000,3096.238095,10362.615293,0.000096,0.854517,75,validation_pairwise_bootstrap
MKD,7321,DEU,0.530466,0.629592,0.307731,0.576331,1.000000,643838739.758000,0.037124,0.187961,85.000000,84839.060000,110603.740000,11127176930.459999,1.000000,1316.000000,0.000000,0.000000,1.000000,1.000000,4055433215301.959961,48916.168661,82905782.000000,35565452.000000,0.191388,0.000000,0.000000,73,0.863477,76,19.842309,0.863477,0.000310,1.000000,3633.428571,12570.964832,0.000080,0.863477,76,validation_pairwise_bootstrap
MKD,4819,ITA,0.600496,0.645770,0.355581,0.587970,1.000000,517581596.367000,0.097027,0.136864,110.000000,24103.020000,73696.270000,2309068098.890000,1.000000,742.000000,0.000000,0.000000,1.000000,1.000000,2099435266458.669922,35062.336418,59877221.000000,3576664.000000,0.147513,0.000000,0.000000,48,0.849852,77,19.838774,0.849852,0.000167,1.000000,3180.523810,11637.531769,0.000086,0.849852,77,validation_pairwise_bootstrap
MKD,3815,FRA,0.497056,0.621767,0.284319,0.570605,0.000000,0.000000,0.000000,0.000000,0.000000,15868.740000,146359.550000,627721356.760000,1.000000,1670.000000,0.000000,0.000000,1.000000,1.000000,2781576320884.390137,41418.176648,67158348.000000,1218848015.000000,1.127857,0.000000,0.000000,38,0.859396,78,19.822980,0.859396,0.000133,1.000000,4475.952381,10690.500013,0.000094,0.859396,78,validation_pairwise_bootstrap
MKD,1806,ITA,0.591518,0.643713,0.342456,0.584787,1.000000,600702059.924000,0.027986,0.233025,72.000000,26522.950000,185123.800000,2309068098.890000,1.000000,742.000000,0.000000,0.000000,1.000000,1.000000,2099435266458.669922,35062.336418,59877221.000000,11568972.000000,0.105030,0.000000,0.000000,18,0.853441,79,19.818460,0.853441,0.000146,1.000000,3328.571429,12337.275529,0.000081,0.853441,79,validation_pairwise_bootstrap
MKD,0704,DEU,0.542228,0.632330,0.319436,0.579187,1.000000,273737109.785000,0.059978,0.242469,55.000000,46779.610000,68105.780000,11127176930.459999,1.000000,1316.000000,0.000000,0.000000,1.000000,1.000000,4055433215301.959961,48916.168661,82905782.000000,19050041.000000,0.225696,0.000000,0.000000,07,0.861295,80,19.817657,0.861295,0.000211,1.000000,3567.238095,12607.591722,0.000079,0.861295,80,validation_pairwise_bootstrap
MKD,9401,AUT,0.497269,0.621817,0.303001,0.575176,1.000000,983412851.793000,0.123725,0.175368,122.000000,71228.380000,90340.110000,808395699.970000,1.000000,796.000000,0.000000,0.000000,1.000000,1.000000,452582294972.775024,51194.074984,8840521.000000,216666095.000000,0.304506,0.000000,0.000000,94,0.858361,81,19.814513,0.858361,0.000276,1.000000,3209.857143,10532.895072,0.000095,0.858361,81,validation_pairwise_bootstrap
MKD,7314,DEU,0.545986,0.633204,0.323305,0.580130,1.000000,505789664.544000,0.105902,0.177311,72.000000,28604.680000,33045.210000,11127176930.459999,1.000000,1316.000000,0.000000,0.000000,1.000000,1.000000,4055433215301.959961,48916.168661,82905782.000000,6941721.000000,0.306102,0.000000,0.000000,73,0.859562,82,19.814177,0.859562,0.000230,1.000000,3528.904762,12231.272627,0.000082,0.859562,82,validation_pairwise_bootstrap
MKD,8537,ITA,0.554681,0.635221,0.308978,0.576636,1.000000,1193010849.489000,0.103206,0.138487,120.000000,2911.760000,22288.980000,2309068098.890000,1.000000,742.000000,0.000000,0.000000,1.000000,1.000000,2099435266458.669922,35062.336418,59877221.000000,140975432.000000,0.250416,0.000000,0.000000,85,0.859944,83,19.810640,0.859944,0.000245,1.000000,3435.476190,12047.313246,0.000083,0.859944,83,validation_pairwise_bootstrap
MKD,7308,POL,0.545071,0.632991,0.341538,0.584564,1.000000,695943892.000000,0.079019,0.170283,73.000000,49650.150000,2245568.390000,804102734.300000,1.000000,1138.000000,0.000000,0.000000,1.000000,1.000000,594616632477.019043,15658.210587,37974750.000000,26511659.000000,0.117015,0.000000,0.000000,73,0.847655,84,19.804926,0.847655,0.000291,1.000000,2926.000000,10392.642265,0.000096,0.847655,84,validation_pairwise_bootstrap
MKD,8537,AUT,0.504058,0.623413,0.308978,0.576636,1.000000,779363974.913000,0.147952,0.284931,121.000000,62929.170000,81087.330000,808395699.970000,1.000000,796.000000,0.000000,0.000000,1.000000,1.000000,452582294972.775024,51194.074984,8840521.000000,140975432.000000,0.250416,0.000000,0.000000,85,0.858131,85,19.796293,0.858131,0.000218,1.000000,3206.666667,10999.658775,0.000091,0.858131,85,validation_pairwise_bootstrap
MKD,3815,SWE,0.443666,0.609132,0.284319,0.570605,1.000000,51821574.083000,-0.003968,0.137889,45.000000,9466.420000,9466.420000,165912903.310000,1.000000,1942.000000,0.000000,0.000000,1.000000,1.000000,549649344043.182007,54018.455439,10175214.000000,1218848015.000000,1.127857,0.000000,0.000000,38,0.852340,86,19.785967,0.852340,0.000068,1.000000,3950.380952,8774.495924,0.000114,0.852340,86,validation_pairwise_bootstrap
MKD,3917,TUR,0.546775,0.633387,0.358510,0.588680,1.000000,294141617.000000,0.085834,0.106176,111.000000,41710.490000,97981.010000,1717497910.950000,1.000000,637.000000,0.000000,0.000000,1.000000,1.000000,788356985773.666992,9684.118199,81407204.000000,23900052.000000,0.273232,0.000000,0.000000,39,0.844323,87,19.785081,0.844323,0.000184,1.000000,2738.952381,9320.913165,0.000107,0.844323,87,validation_pairwise_bootstrap
MKD,9401,ESP,0.527538,0.628909,0.303001,0.575176,1.000000,1950985768.262000,0.072412,0.104657,122.000000,36048.860000,46434.540000,679512645.430000,1.000000,2108.000000,0.000000,0.000000,1.000000,1.000000,1431642809327.060059,30602.421288,46782011.000000,216666095.000000,0.304506,0.000000,0.000000,94,0.859231,88,19.782282,0.859231,0.000262,1.000000,3328.571429,10916.978714,0.000092,0.859231,88,validation_pairwise_bootstrap
MKD,8607,DEU,0.521914,0.627595,0.300925,0.574669,1.000000,1841409778.978000,0.120635,0.120655,73.000000,29980.570000,297161.600000,11127176930.459999,1.000000,1316.000000,0.000000,0.000000,1.000000,1.000000,4055433215301.959961,48916.168661,82905782.000000,16641058.000000,0.113571,0.000000,0.000000,86,0.863603,89,19.774891,0.863603,0.000616,1.000000,3812.095238,12565.256551,0.000080,0.863603,89,validation_pairwise_bootstrap
MKD,8544,BEL,0.517171,0.626486,0.332369,0.582336,1.000000,1145249827.342000,0.087398,0.073568,131.000000,17399.090000,102825.960000,1043281485.930000,1.000000,1634.000000,0.000000,0.000000,1.000000,1.000000,542638913427.921021,47487.210039,11427054.000000,504057867.000000,0.193033,0.000000,0.000000,85,0.851887,90,19.762498,0.851887,0.000200,1.000000,3020.619048,9611.971348,0.000104,0.851887,90,validation_pairwise_bootstrap
MKD,8421,BEL,0.498822,0.622182,0.310515,0.577011,1.000000,1347115806.296000,0.102756,0.119954,131.000000,3471.320000,101744.500000,1043281485.930000,1.000000,1634.000000,0.000000,0.000000,1.000000,1.000000,542638913427.921021,47487.210039,11427054.000000,611623060.000000,0.354288,0.000000,0.000000,84,0.856649,91,19.755229,0.856649,0.000223,1.000000,3182.571429,9986.261861,0.000100,0.856649,91,validation_pairwise_bootstrap
MKD,7112,POL,0.534798,0.630602,0.334271,0.582798,1.000000,77430217.000000,1.239626,0.265196,44.000000,0.000000,0.000000,804102734.300000,1.000000,1138.000000,0.000000,0.000000,1.000000,1.000000,594616632477.019043,15658.210587,37974750.000000,12069075.000000,0.326031,0.000000,0.000000,71,0.854595,92,19.754794,0.854595,0.001065,1.000000,2722.047619,8206.494962,0.000122,0.854595,92,validation_pairwise_bootstrap
MKD,4805,ITA,0.559240,0.636277,0.312113,0.577401,1.000000,794678213.708000,0.167037,0.127585,58.000000,68382.390000,128418.740000,2309068098.890000,1.000000,742.000000,0.000000,0.000000,1.000000,1.000000,2099435266458.669922,35062.336418,59877221.000000,5339553.000000,0.099244,0.000000,0.000000,48,0.858201,93,19.753461,0.858201,0.000476,1.000000,3523.476190,12303.194988,0.000081,0.858201,93,validation_pairwise_bootstrap
MKD,6104,AUT,0.522213,0.627665,0.331162,0.582042,1.000000,521767231.035000,0.162508,0.098070,142.000000,31010.080000,520337.790000,808395699.970000,1.000000,796.000000,0.000000,0.000000,1.000000,1.000000,452582294972.775024,51194.074984,8840521.000000,34930747.000000,0.109782,0.000000,0.000000,61,0.850365,94,19.737258,0.850365,0.000349,1.000000,3061.952381,10122.115502,0.000099,0.850365,94,validation_pairwise_bootstrap
MKD,8516,NLD,0.503629,0.623312,0.303615,0.575326,1.000000,1464414273.344000,0.122342,0.150701,153.000000,87652.460000,135551.740000,672982275.210000,1.000000,1696.000000,0.000000,0.000000,1.000000,1.000000,929733599796.862061,53955.077002,17231624.000000,41372194.000000,0.287428,0.000000,0.000000,85,0.858737,95,19.730756,0.858737,0.000310,1.000000,3316.428571,10751.187848,0.000093,0.858737,95,validation_pairwise_bootstrap
MKD,6902,DEU,0.508576,0.624473,0.290728,0.572174,1.000000,164721311.643000,0.154551,0.101440,53.000000,28340.150000,603506.490000,11127176930.459999,1.000000,1316.000000,0.000000,0.000000,1.000000,1.000000,4055433215301.959961,48916.168661,82905782.000000,5388463.000000,0.197312,0.000000,0.000000,69,0.865070,96,19.720493,0.865070,0.000875,1.000000,3990.666667,12632.964160,0.000079,0.865070,96,validation_pairwise_bootstrap
MKD,2710,BGR,0.499588,0.622363,0.353819,0.587543,1.000000,808408380.001000,0.035876,0.252879,56.000000,48746.310000,247803.910000,2270210198.720000,1.000000,174.000000,1.000000,0.000000,1.000000,1.000000,66100606676.654404,9849.887700,6710798.000000,50146037.000000,0.172433,0.000000,0.000000,27,0.841445,97,19.714813,0.841445,0.001944,1.000000,2673.904762,8465.858890,0.000118,0.841445,97,validation_pairwise_bootstrap
MKD,6809,ITA,0.589854,0.643332,0.339431,0.584052,1.000000,40207094.094000,0.033494,0.343596,48.000000,41339.570000,123738.180000,2309068098.890000,1.000000,742.000000,0.000000,0.000000,1.000000,1.000000,2099435266458.669922,35062.336418,59877221.000000,7268041.000000,0.100289,0.000000,0.000000,68,0.853922,98,19.713806,0.853922,0.000112,1.000000,3464.571429,12806.044568,0.000078,0.853922,98,validation_pairwise_bootstrap
MKD,2202,ESP,0.595460,0.644617,0.373665,0.592344,1.000000,358226031.566000,-0.011757,0.128141,100.000000,67209.070000,78882.820000,679512645.430000,1.000000,2108.000000,0.000000,0.000000,1.000000,1.000000,1431642809327.060059,30602.421288,46782011.000000,9591530.000000,0.195229,0.000000,0.000000,22,0.841616,99,19.708163,0.841616,0.000070,1.000000,2998.000000,10274.915840,0.000097,0.841616,99,validation_pairwise_bootstrap
MKD,8702,DEU,0.544047,0.632753,0.320576,0.579465,1.000000,1067242246.989000,0.097712,0.218503,45.000000,0.000000,62090.450000,11127176930.459999,1.000000,1316.000000,0.000000,0.000000,1.000000,1.000000,4055433215301.959961,48916.168661,82905782.000000,388423399.000000,0.434485,0.000000,0.000000,87,0.858381,100,19.704031,0.858381,0.000121,1.000000,3686.380952,12403.493465,0.000081,0.858381,100,validation_pairwise_bootstrap
