model,roc_auc_mean,roc_auc_std,avg_precision_mean,avg_precision_std,mrr_mean,mrr_std,queries_evaluated_mean,queries_evaluated_std,precision@10_mean,precision@10_std,recall@10_mean,recall@10_std,hits@10_mean,hits@10_std,map@10_mean,map@10_std,ndcg@10_mean,ndcg@10_std,precision@20_mean,precision@20_std,recall@20_mean,recall@20_std,hits@20_mean,hits@20_std,map@20_mean,map@20_std,ndcg@20_mean,ndcg@20_std,precision@50_mean,precision@50_std,recall@50_mean,recall@50_std,hits@50_mean,hits@50_std,map@50_mean,map@50_std,ndcg@50_mean,ndcg@50_std,precision@100_mean,precision@100_std,recall@100_mean,recall@100_std,hits@100_mean,hits@100_std,map@100_mean,map@100_std,ndcg@100_mean,ndcg@100_std
gat,0.527155,0.055346,0.004120,0.000668,0.032071,0.006935,192.000000,0.738549,0.006685,0.002450,0.015554,0.006475,0.015554,0.006475,0.005127,0.001336,0.011544,0.003365,0.006877,0.001601,0.030162,0.012572,0.030162,0.012572,0.006066,0.001647,0.017026,0.004592,0.005954,0.001139,0.067160,0.015346,0.067160,0.015346,0.007439,0.001562,0.027997,0.004955,0.005650,0.000895,0.124240,0.027581,0.124240,0.027581,0.008488,0.001787,0.042316,0.007700
